UDI,Timestamp,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Downtime_Minutes
8809,2024-03-02 12:00:00,L55988,297.4,308.6,1446,48.1,88,0,No Failure,0
8810,2024-03-02 12:10:00,L55989,297.3,308.5,1503,43.3,90,0,No Failure,0
8811,2024-03-02 12:20:00,M23670,297.3,308.5,1625,32.8,92,0,No Failure,0
8812,2024-03-02 12:30:00,L55991,297.2,308.5,1574,35.8,95,0,No Failure,0
8813,2024-03-02 12:40:00,M23672,297.2,308.4,1378,41.9,97,0,No Failure,0
8814,2024-03-02 12:50:00,L55993,297.1,308.4,1693,29.5,100,0,No Failure,0
8815,2024-03-02 13:00:00,L55994,297.2,308.4,1462,51.2,102,0,No Failure,0
8816,2024-03-02 13:10:00,H38229,297.3,308.5,1435,55.0,104,0,No Failure,0
8817,2024-03-02 13:20:00,M23676,297.2,308.5,1425,45.8,109,0,No Failure,0
8818,2024-03-02 13:30:00,H38231,297.3,308.6,1376,53.5,112,0,No Failure,0
8819,2024-03-02 13:40:00,M23678,297.4,308.7,1481,48.0,117,0,No Failure,0
8820,2024-03-02 13:50:00,H38233,297.4,308.7,1349,48.9,120,0,No Failure,0
8821,2024-03-02 14:00:00,L56000,297.3,308.7,1551,40.0,125,0,No Failure,0
8822,2024-03-02 14:10:00,H38235,297.4,308.7,1623,33.8,127,0,No Failure,0
8823,2024-03-02 14:20:00,L56002,297.4,308.8,1462,49.7,132,0,No Failure,0
8824,2024-03-02 14:30:00,M23683,297.3,308.8,1447,57.4,134,0,No Failure,0
8825,2024-03-02 14:40:00,M23684,297.3,308.9,1799,24.5,137,0,No Failure,0
8826,2024-03-02 14:50:00,M23685,297.3,308.8,1548,41.3,140,0,No Failure,0
8827,2024-03-02 15:00:00,M23686,297.2,308.8,1485,47.9,143,0,No Failure,0
8828,2024-03-02 15:10:00,L56007,297.2,308.7,1463,49.9,146,0,No Failure,0
8829,2024-03-02 15:20:00,L56008,297.3,308.7,1587,35.8,148,0,No Failure,0
8830,2024-03-02 15:30:00,M23689,297.3,308.8,1469,44.1,150,0,No Failure,0
8831,2024-03-02 15:40:00,H38244,297.3,308.7,1430,42.8,153,0,No Failure,0
8832,2024-03-02 15:50:00,H38245,297.4,308.7,1726,26.8,158,0,No Failure,0
8833,2024-03-02 16:00:00,L56012,297.4,308.8,1651,34.1,163,0,No Failure,0
8834,2024-03-02 16:10:00,L56013,297.4,308.8,1529,41.3,165,0,No Failure,0
8835,2024-03-02 16:20:00,L56014,297.4,308.8,1473,46.2,167,0,No Failure,0
8836,2024-03-02 16:30:00,H38249,297.4,308.8,1324,53.5,169,0,No Failure,0
8837,2024-03-02 16:40:00,L56016,297.4,308.9,1708,28.8,174,0,No Failure,0
8838,2024-03-02 16:50:00,M23697,297.5,309.1,1540,38.5,176,0,No Failure,0
8839,2024-03-02 17:00:00,L56018,297.5,309.0,1320,54.7,179,0,No Failure,0
8840,2024-03-02 17:10:00,M23699,297.4,308.9,1376,39.0,181,0,No Failure,0
8841,2024-03-02 17:20:00,M23700,297.3,308.7,1542,37.0,184,0,No Failure,0
8842,2024-03-02 17:30:00,L56021,297.3,308.7,1506,39.3,187,0,No Failure,0
8843,2024-03-02 17:40:00,L56022,297.3,308.7,1492,43.6,189,0,No Failure,0
8844,2024-03-02 17:50:00,H38257,297.3,308.8,1564,38.0,191,0,No Failure,0
8845,2024-03-02 18:00:00,H38258,297.4,308.9,1645,30.8,196,0,No Failure,0
8846,2024-03-02 18:10:00,M23705,297.4,308.9,1348,59.1,201,0,No Failure,0
8847,2024-03-02 18:20:00,M23706,297.4,308.8,1325,62.4,204,1,Tool Wear Failure,135
8848,2024-03-02 18:30:00,L56027,297.5,308.9,1443,43.5,0,0,No Failure,0
8849,2024-03-02 18:40:00,M23708,297.5,308.9,1436,44.8,2,0,No Failure,0
8850,2024-03-02 18:50:00,L56029,297.5,308.9,1596,30.7,5,0,No Failure,0
8851,2024-03-02 19:00:00,L56030,297.6,309.0,1491,43.2,7,0,No Failure,0
8852,2024-03-02 19:10:00,M23711,297.7,308.9,1573,35.1,9,0,No Failure,0
8853,2024-03-02 19:20:00,L56032,297.7,308.9,1575,39.9,12,0,No Failure,0
8854,2024-03-02 19:30:00,L56033,297.7,308.9,1458,41.1,14,0,No Failure,0
8855,2024-03-02 19:40:00,M23714,297.7,309.0,1433,41.8,16,0,No Failure,0
8856,2024-03-02 19:50:00,L56035,297.7,308.9,1662,28.1,19,0,No Failure,0
8857,2024-03-02 20:00:00,M23716,297.7,308.9,1327,63.7,21,0,No Failure,0
8858,2024-03-02 20:10:00,L56037,297.7,308.9,1742,26.3,24,0,No Failure,0
8859,2024-03-02 20:20:00,L56038,297.8,308.9,1506,33.5,26,0,No Failure,0
8860,2024-03-02 20:30:00,L56039,297.9,309.1,1457,44.4,28,0,No Failure,0
8861,2024-03-02 20:40:00,M23720,297.9,309.1,1488,37.3,30,0,No Failure,0
8862,2024-03-02 20:50:00,L56041,297.9,309.1,1619,34.7,33,0,No Failure,0
8863,2024-03-02 21:00:00,M23722,298.0,309.2,1558,41.7,35,0,No Failure,0
8864,2024-03-02 21:10:00,L56043,298.0,309.2,1731,28.7,38,0,No Failure,0
8865,2024-03-02 21:20:00,M23724,298.0,309.1,1574,34.8,40,0,No Failure,0
8866,2024-03-02 21:30:00,L56045,297.9,309.0,1290,49.8,43,0,No Failure,0
8867,2024-03-02 21:40:00,H38280,297.9,308.9,1416,39.6,45,0,No Failure,0
8868,2024-03-02 21:50:00,L56047,297.9,308.9,1566,41.9,50,0,No Failure,0
8869,2024-03-02 22:00:00,L56048,297.9,309.0,1456,46.5,52,0,No Failure,0
8870,2024-03-02 22:10:00,L56049,297.9,309.0,1528,37.5,54,0,No Failure,0
8871,2024-03-02 22:20:00,M23730,297.9,309.1,1338,49.6,56,0,No Failure,0
8872,2024-03-02 22:30:00,M23731,297.9,309.1,1558,39.2,59,0,No Failure,0
8873,2024-03-02 22:40:00,M23732,297.9,309.1,1614,38.1,62,0,No Failure,0
8874,2024-03-02 22:50:00,H38287,298.0,309.1,1557,36.4,65,0,No Failure,0
8875,2024-03-02 23:00:00,L56054,298.1,309.3,1443,45.3,70,0,No Failure,0
8876,2024-03-02 23:10:00,H38289,298.1,309.3,1332,51.0,72,0,No Failure,0
8877,2024-03-02 23:20:00,M23736,298.1,309.3,1752,25.2,77,0,No Failure,0
8878,2024-03-02 23:30:00,M23737,298.1,309.2,1460,45.8,80,0,No Failure,0
8879,2024-03-02 23:40:00,L56058,298.1,309.2,1802,26.9,83,0,No Failure,0
8880,2024-03-02 23:50:00,L56059,298.0,309.2,1527,39.5,85,0,No Failure,0
8881,2024-03-03 00:00:00,L56060,298.0,309.2,1458,39.8,87,0,No Failure,0
8882,2024-03-03 00:10:00,H38295,298.0,309.2,1520,37.9,89,0,No Failure,0
8883,2024-03-03 00:20:00,L56062,298.0,309.2,1378,49.7,94,0,No Failure,0
8884,2024-03-03 00:30:00,M23743,297.9,309.2,1529,38.1,96,0,No Failure,0
8885,2024-03-03 00:40:00,L56064,298.0,309.2,1527,32.4,99,0,No Failure,0
8886,2024-03-03 00:50:00,M23745,298.0,309.2,1438,42.9,101,0,No Failure,0
8887,2024-03-03 01:00:00,L56066,297.9,309.0,1583,36.7,104,0,No Failure,0
8888,2024-03-03 01:10:00,L56067,297.8,308.9,1530,37.6,106,0,No Failure,0
8889,2024-03-03 01:20:00,M23748,297.7,308.9,1530,39.1,108,0,No Failure,0
8890,2024-03-03 01:30:00,M23749,297.7,308.8,2089,19.1,111,0,No Failure,0
8891,2024-03-03 01:40:00,L56070,297.7,308.8,1616,34.2,114,0,No Failure,0
8892,2024-03-03 01:50:00,M23751,297.7,308.9,1681,28.3,116,0,No Failure,0
8893,2024-03-03 02:00:00,L56072,297.6,308.8,1475,43.0,119,0,No Failure,0
8894,2024-03-03 02:10:00,L56073,297.5,308.7,1371,46.5,121,0,No Failure,0
8895,2024-03-03 02:20:00,M23754,297.5,308.7,1546,38.0,123,0,No Failure,0
8896,2024-03-03 02:30:00,H38309,297.4,308.6,1461,40.1,126,0,No Failure,0
8897,2024-03-03 02:40:00,L56076,297.4,308.7,1638,31.9,131,0,No Failure,0
8898,2024-03-03 02:50:00,M23757,297.3,308.7,1577,35.6,133,0,No Failure,0
8899,2024-03-03 03:00:00,L56078,297.4,308.6,1532,38.7,136,0,No Failure,0
8900,2024-03-03 03:10:00,M23759,297.3,308.5,1710,27.7,138,0,No Failure,0
8901,2024-03-03 03:20:00,M23760,297.3,308.6,1584,29.4,141,0,No Failure,0
8902,2024-03-03 03:30:00,L56081,297.3,308.6,1446,50.1,144,0,No Failure,0
8903,2024-03-03 03:40:00,H38316,297.4,308.7,1522,46.3,146,0,No Failure,0
8904,2024-03-03 03:50:00,M23763,297.4,308.7,1382,49.9,151,0,No Failure,0
8905,2024-03-03 04:00:00,L56084,297.4,308.7,1584,38.2,154,0,No Failure,0
8906,2024-03-03 04:10:00,L56085,297.3,308.6,1385,55.2,156,0,No Failure,0
8907,2024-03-03 04:20:00,L56086,297.3,308.7,1592,34.4,158,0,No Failure,0
8908,2024-03-03 04:30:00,M23767,297.2,308.6,1404,43.7,160,0,No Failure,0
8909,2024-03-03 04:40:00,L56088,297.2,308.5,1518,44.3,163,0,No Failure,0
8910,2024-03-03 04:50:00,L56089,297.1,308.4,1529,40.4,165,0,No Failure,0
8911,2024-03-03 05:00:00,L56090,297.1,308.4,1550,37.0,167,0,No Failure,0
8912,2024-03-03 05:10:00,L56091,297.1,308.3,1773,23.8,169,0,No Failure,0
8913,2024-03-03 05:20:00,L56092,297.2,308.5,1446,43.7,171,0,No Failure,0
8914,2024-03-03 05:30:00,M23773,297.2,308.5,1487,46.9,173,0,No Failure,0
8915,2024-03-03 05:40:00,M23774,297.3,308.5,1524,49.3,176,0,No Failure,0
8916,2024-03-03 05:50:00,L56095,297.1,308.3,1403,54.1,179,0,No Failure,0
8917,2024-03-03 06:00:00,L56096,297.1,308.2,2267,15.7,181,0,No Failure,0
8918,2024-03-03 06:10:00,M23777,297.1,308.2,1529,37.9,183,0,No Failure,0
8919,2024-03-03 06:20:00,L56098,297.1,308.2,1402,51.2,186,0,No Failure,0
8920,2024-03-03 06:30:00,L56099,297.2,308.3,1693,28.0,188,0,No Failure,0
8921,2024-03-03 06:40:00,L56100,297.1,308.3,1496,45.8,190,0,No Failure,0
8922,2024-03-03 06:50:00,L56101,297.1,308.1,1633,33.3,192,0,No Failure,0
8923,2024-03-03 07:00:00,L56102,297.1,308.2,1399,42.6,194,0,No Failure,0
8924,2024-03-03 07:10:00,M23783,297.0,308.1,1363,45.3,196,0,No Failure,0
8925,2024-03-03 07:20:00,H38338,297.1,308.2,1527,42.2,199,0,No Failure,0
8926,2024-03-03 07:30:00,M23785,297.2,308.2,1405,42.5,204,0,No Failure,0
8927,2024-03-03 07:40:00,M23786,297.3,308.3,1459,59.6,207,1,Power Failure,228
8928,2024-03-03 07:50:00,M23787,297.4,308.4,1789,25.0,210,0,No Failure,0
8929,2024-03-03 08:00:00,L56108,297.4,308.4,1531,41.5,213,0,No Failure,0
8930,2024-03-03 08:10:00,M23789,297.4,308.4,1620,35.8,215,0,No Failure,0
8931,2024-03-03 08:20:00,L56110,297.4,308.4,1571,39.4,0,0,No Failure,0
8932,2024-03-03 08:30:00,L56111,297.4,308.4,1434,39.9,2,0,No Failure,0
8933,2024-03-03 08:40:00,L56112,297.4,308.4,1474,43.6,4,0,No Failure,0
8934,2024-03-03 08:50:00,M23793,297.3,308.3,1544,41.7,6,0,No Failure,0
8935,2024-03-03 09:00:00,L56114,297.3,308.2,1601,35.7,9,0,No Failure,0
8936,2024-03-03 09:10:00,L56115,297.4,308.3,1801,26.9,11,0,No Failure,0
8937,2024-03-03 09:20:00,L56116,297.4,308.3,1465,42.0,13,0,No Failure,0
8938,2024-03-03 09:30:00,M23797,297.4,308.4,1340,52.6,15,0,No Failure,0
8939,2024-03-03 09:40:00,M23798,297.4,308.4,1517,41.0,18,0,No Failure,0
8940,2024-03-03 09:50:00,M23799,297.3,308.4,1434,44.8,21,0,No Failure,0
8941,2024-03-03 10:00:00,H38354,297.3,308.3,1935,19.3,24,0,No Failure,0
8942,2024-03-03 10:10:00,M23801,297.3,308.3,1595,32.2,29,0,No Failure,0
8943,2024-03-03 10:20:00,L56122,297.3,308.3,2188,17.0,32,0,No Failure,0
8944,2024-03-03 10:30:00,M23803,297.3,308.4,1449,44.4,34,0,No Failure,0
8945,2024-03-03 10:40:00,L56124,297.3,308.3,1471,38.2,37,0,No Failure,0
8946,2024-03-03 10:50:00,L56125,297.4,308.2,1639,33.8,39,0,No Failure,0
8947,2024-03-03 11:00:00,M23806,297.3,308.2,1846,24.5,41,0,No Failure,0
8948,2024-03-03 11:10:00,M23807,297.3,308.2,1452,38.2,44,0,No Failure,0
8949,2024-03-03 11:20:00,M23808,297.4,308.3,1483,41.9,47,0,No Failure,0
8950,2024-03-03 11:30:00,L56129,297.4,308.3,1284,60.3,50,0,No Failure,0
8951,2024-03-03 11:40:00,L56130,297.4,308.2,1419,50.0,52,0,No Failure,0
8952,2024-03-03 11:50:00,L56131,297.3,308.1,1763,28.4,54,0,No Failure,0
8953,2024-03-03 12:00:00,M23812,297.2,308.0,1478,42.5,56,0,No Failure,0
8954,2024-03-03 12:10:00,L56133,297.3,308.0,1518,36.0,59,0,No Failure,0
8955,2024-03-03 12:20:00,L56134,297.3,308.0,1447,49.0,61,0,No Failure,0
8956,2024-03-03 12:30:00,M23815,297.4,308.0,1355,55.1,63,0,No Failure,0
8957,2024-03-03 12:40:00,L56136,297.4,308.1,1348,57.4,66,0,No Failure,0
8958,2024-03-03 12:50:00,L56137,297.4,308.1,1348,53.7,68,0,No Failure,0
8959,2024-03-03 13:00:00,M23818,297.4,308.1,1734,27.7,70,0,No Failure,0
8960,2024-03-03 13:10:00,L56139,297.3,308.0,1420,46.5,73,0,No Failure,0
8961,2024-03-03 13:20:00,L56140,297.3,307.9,1797,24.7,75,0,No Failure,0
8962,2024-03-03 13:30:00,M23821,297.3,308.0,1403,45.0,77,0,No Failure,0
8963,2024-03-03 13:40:00,L56142,297.3,307.9,1628,30.2,80,0,No Failure,0
8964,2024-03-03 13:50:00,M23823,297.2,307.9,1687,30.4,82,0,No Failure,0
8965,2024-03-03 14:00:00,M23824,297.2,307.9,1456,44.9,85,0,No Failure,0
8966,2024-03-03 14:10:00,L56145,297.1,307.9,1496,44.7,88,0,No Failure,0
8967,2024-03-03 14:20:00,L56146,297.1,307.8,1636,30.3,90,0,No Failure,0
8968,2024-03-03 14:30:00,L56147,297.1,307.8,1536,40.4,92,0,No Failure,0
8969,2024-03-03 14:40:00,L56148,297.1,307.8,1454,50.6,94,0,No Failure,0
8970,2024-03-03 14:50:00,L56149,297.0,307.8,1396,50.0,96,0,No Failure,0
8971,2024-03-03 15:00:00,L56150,297.0,307.6,1575,37.4,98,0,No Failure,0
8972,2024-03-03 15:10:00,L56151,296.9,307.6,1514,35.7,100,0,No Failure,0
8973,2024-03-03 15:20:00,M23832,296.8,307.4,1455,49.9,102,0,No Failure,0
8974,2024-03-03 15:30:00,L56153,296.8,307.4,1549,48.3,105,0,No Failure,0
8975,2024-03-03 15:40:00,L56154,296.8,307.5,1474,42.4,107,0,No Failure,0
8976,2024-03-03 15:50:00,H38389,296.7,307.4,1661,34.2,109,0,No Failure,0
8977,2024-03-03 16:00:00,L56156,296.7,307.4,1535,34.6,114,0,No Failure,0
8978,2024-03-03 16:10:00,M23837,296.9,307.5,1556,31.2,116,0,No Failure,0
8979,2024-03-03 16:20:00,L56158,296.9,307.6,1435,45.0,119,0,No Failure,0
8980,2024-03-03 16:30:00,M23839,296.9,307.5,1332,51.1,121,0,No Failure,0
8981,2024-03-03 16:40:00,L56160,297.0,307.6,1513,42.4,124,0,No Failure,0
8982,2024-03-03 16:50:00,L56161,297.0,307.7,1502,39.4,126,0,No Failure,0
8983,2024-03-03 17:00:00,L56162,297.0,307.7,1315,60.1,128,0,No Failure,0
8984,2024-03-03 17:10:00,M23843,297.0,307.7,1261,51.1,130,0,No Failure,0
8985,2024-03-03 17:20:00,L56164,297.1,307.8,1406,60.4,133,0,No Failure,0
8986,2024-03-03 17:30:00,L56165,297.1,307.8,1584,42.3,135,0,No Failure,0
8987,2024-03-03 17:40:00,M23846,297.1,307.8,1443,43.9,137,0,No Failure,0
8988,2024-03-03 17:50:00,L56167,297.2,307.9,1580,35.8,140,0,No Failure,0
8989,2024-03-03 18:00:00,L56168,297.2,307.9,1825,24.6,142,0,No Failure,0
8990,2024-03-03 18:10:00,L56169,297.2,307.9,1469,48.2,144,0,No Failure,0
8991,2024-03-03 18:20:00,L56170,297.2,307.9,1493,38.4,146,0,No Failure,0
8992,2024-03-03 18:30:00,M23851,297.3,308.0,1598,29.4,148,0,No Failure,0
8993,2024-03-03 18:40:00,H38406,297.2,307.9,1450,37.2,151,0,No Failure,0
8994,2024-03-03 18:50:00,M23853,297.2,307.9,1632,37.5,156,0,No Failure,0
8995,2024-03-03 19:00:00,M23854,297.1,307.9,1980,20.3,159,0,No Failure,0
8996,2024-03-03 19:10:00,L56175,297.2,308.0,1474,43.7,162,0,No Failure,0
8997,2024-03-03 19:20:00,L56176,297.2,307.9,1540,37.1,164,0,No Failure,0
8998,2024-03-03 19:30:00,M23857,297.1,307.9,1609,38.9,166,0,No Failure,0
8999,2024-03-03 19:40:00,L56178,297.1,308.0,1467,42.8,169,0,No Failure,0
9000,2024-03-03 19:50:00,L56179,297.1,307.9,1492,39.4,171,0,No Failure,0
9001,2024-03-03 20:00:00,L56180,297.0,307.9,1493,46.1,173,0,No Failure,0
9002,2024-03-03 20:10:00,L56181,297.0,307.8,1500,39.9,175,0,No Failure,0
9003,2024-03-03 20:20:00,L56182,297.1,307.8,1477,36.6,177,0,No Failure,0
9004,2024-03-03 20:30:00,L56183,297.1,307.9,1342,49.1,179,0,No Failure,0
9005,2024-03-03 20:40:00,M23864,297.1,307.8,1538,34.3,181,0,No Failure,0
9006,2024-03-03 20:50:00,L56185,297.2,307.9,1337,58.1,184,0,No Failure,0
9007,2024-03-03 21:00:00,L56186,297.3,307.9,1417,41.8,186,0,No Failure,0
9008,2024-03-03 21:10:00,L56187,297.4,308.0,1383,46.2,188,0,No Failure,0
9009,2024-03-03 21:20:00,M23868,297.4,308.0,1440,42.4,190,0,No Failure,0
9010,2024-03-03 21:30:00,L56189,297.3,307.9,1579,34.4,193,0,No Failure,0
9011,2024-03-03 21:40:00,L56190,297.2,307.9,1441,40.0,195,0,No Failure,0
9012,2024-03-03 21:50:00,M23871,297.2,307.9,1530,35.9,197,0,No Failure,0
9013,2024-03-03 22:00:00,L56192,297.2,308.0,1705,26.0,200,0,No Failure,0
9014,2024-03-03 22:10:00,H38427,297.2,308.0,1435,43.0,202,0,No Failure,0
9015,2024-03-03 22:20:00,M23874,297.2,308.1,1340,61.3,207,1,Overstrain Failure,171
9016,2024-03-03 22:30:00,L56195,297.2,308.1,1431,49.7,210,1,No Failure,215
9017,2024-03-03 22:40:00,L56196,297.3,308.2,1396,52.7,212,1,Overstrain Failure,144
9018,2024-03-03 22:50:00,M23877,297.3,308.1,1369,52.0,214,0,No Failure,0
9019,2024-03-03 23:00:00,L56198,297.3,308.1,1615,35.4,217,1,Tool Wear Failure,151
9020,2024-03-03 23:10:00,L56199,297.2,308.1,1662,31.3,0,0,No Failure,0
9021,2024-03-03 23:20:00,L56200,297.3,308.2,1553,33.5,2,0,No Failure,0
9022,2024-03-03 23:30:00,M23881,297.4,308.2,1536,34.6,4,0,No Failure,0
9023,2024-03-03 23:40:00,L56202,297.4,308.3,1548,46.6,7,0,No Failure,0
9024,2024-03-03 23:50:00,L56203,297.4,308.3,1706,30.9,9,0,No Failure,0
9025,2024-03-04 00:00:00,L56204,297.4,308.3,1366,45.5,11,0,No Failure,0
9026,2024-03-04 00:10:00,L56205,297.5,308.4,1440,35.9,13,0,No Failure,0
9027,2024-03-04 00:20:00,M23886,297.5,308.4,1685,28.1,15,0,No Failure,0
9028,2024-03-04 00:30:00,M23887,297.4,308.3,1444,44.0,18,0,No Failure,0
9029,2024-03-04 00:40:00,L56208,297.4,308.3,1395,48.7,21,0,No Failure,0
9030,2024-03-04 00:50:00,L56209,297.4,308.3,1483,38.8,23,0,No Failure,0
9031,2024-03-04 01:00:00,M23890,297.5,308.4,1403,44.3,25,0,No Failure,0
9032,2024-03-04 01:10:00,H38445,297.5,308.4,1793,23.9,28,0,No Failure,0
9033,2024-03-04 01:20:00,L56212,297.4,308.3,1723,28.8,33,0,No Failure,0
9034,2024-03-04 01:30:00,L56213,297.4,308.2,1386,41.0,35,0,No Failure,0
9035,2024-03-04 01:40:00,H38448,297.4,308.2,1585,46.2,37,0,No Failure,0
9036,2024-03-04 01:50:00,M23895,297.3,308.1,1731,27.7,42,0,No Failure,0
9037,2024-03-04 02:00:00,L56216,297.3,308.3,1519,37.7,45,0,No Failure,0
9038,2024-03-04 02:10:00,L56217,297.3,308.2,1896,24.4,47,0,No Failure,0
9039,2024-03-04 02:20:00,L56218,297.3,308.3,2358,14.9,49,0,No Failure,0
9040,2024-03-04 02:30:00,M23899,297.3,308.3,1341,51.9,51,0,No Failure,0
9041,2024-03-04 02:40:00,L56220,297.3,308.3,1550,37.0,54,0,No Failure,0
9042,2024-03-04 02:50:00,L56221,297.3,308.3,1309,61.5,56,0,No Failure,0
9043,2024-03-04 03:00:00,M23902,297.3,308.4,1599,32.9,58,0,No Failure,0
9044,2024-03-04 03:10:00,L56223,297.4,308.4,1343,40.0,61,0,No Failure,0
9045,2024-03-04 03:20:00,L56224,297.4,308.4,1378,39.9,63,0,No Failure,0
9046,2024-03-04 03:30:00,L56225,297.4,308.4,1603,34.6,65,0,No Failure,0
9047,2024-03-04 03:40:00,L56226,297.4,308.4,1664,28.1,67,0,No Failure,0
9048,2024-03-04 03:50:00,L56227,297.3,308.4,1488,37.4,69,0,No Failure,0
9049,2024-03-04 04:00:00,M23908,297.3,308.4,1370,50.5,71,0,No Failure,0
9050,2024-03-04 04:10:00,L56229,297.3,308.5,1545,34.3,74,0,No Failure,0
9051,2024-03-04 04:20:00,M23910,297.4,308.5,1566,31.4,76,0,No Failure,0
9052,2024-03-04 04:30:00,L56231,297.4,308.6,1820,24.6,79,0,No Failure,0
9053,2024-03-04 04:40:00,M23912,297.4,308.6,1901,22.1,81,0,No Failure,0
9054,2024-03-04 04:50:00,M23913,297.4,308.5,1638,32.2,84,0,No Failure,0
9055,2024-03-04 05:00:00,M23914,297.3,308.4,1521,38.2,87,0,No Failure,0
9056,2024-03-04 05:10:00,H38469,297.3,308.4,1864,23.1,90,0,No Failure,0
9057,2024-03-04 05:20:00,L56236,297.3,308.3,1430,41.9,95,0,No Failure,0
9058,2024-03-04 05:30:00,M23917,297.3,308.4,1686,34.5,97,0,No Failure,0
9059,2024-03-04 05:40:00,M23918,297.2,308.3,1326,57.2,100,0,No Failure,0
9060,2024-03-04 05:50:00,L56239,297.2,308.3,1805,25.6,103,0,No Failure,0
9061,2024-03-04 06:00:00,H38474,297.2,308.3,1453,45.8,105,0,No Failure,0
9062,2024-03-04 06:10:00,M23921,297.2,308.4,1863,26.0,110,0,No Failure,0
9063,2024-03-04 06:20:00,L56242,297.2,308.3,1576,35.3,113,0,No Failure,0
9064,2024-03-04 06:30:00,L56243,297.2,308.3,1419,39.7,115,0,No Failure,0
9065,2024-03-04 06:40:00,L56244,297.2,308.4,1833,25.2,117,0,No Failure,0
9066,2024-03-04 06:50:00,H38479,297.2,308.4,2182,17.3,119,0,No Failure,0
9067,2024-03-04 07:00:00,L56246,297.2,308.3,1656,30.3,124,0,No Failure,0
9068,2024-03-04 07:10:00,L56247,297.1,308.2,1351,56.6,126,0,No Failure,0
9069,2024-03-04 07:20:00,H38482,297.1,308.2,1790,30.3,128,0,No Failure,0
9070,2024-03-04 07:30:00,M23929,297.2,308.2,1678,28.1,133,0,No Failure,0
9071,2024-03-04 07:40:00,L56250,297.1,308.2,1427,45.2,136,0,No Failure,0
9072,2024-03-04 07:50:00,L56251,297.0,308.1,1429,54.0,138,0,No Failure,0
9073,2024-03-04 08:00:00,H38486,297.2,308.1,1770,27.2,140,0,No Failure,0
9074,2024-03-04 08:10:00,L56253,297.2,308.1,1689,31.2,145,0,No Failure,0
9075,2024-03-04 08:20:00,M23934,297.2,308.1,1554,41.3,147,0,No Failure,0
9076,2024-03-04 08:30:00,L56255,297.3,308.1,1506,36.0,150,0,No Failure,0
9077,2024-03-04 08:40:00,L56256,297.2,308.1,1474,44.3,152,0,No Failure,0
9078,2024-03-04 08:50:00,L56257,297.3,308.1,1762,26.1,154,0,No Failure,0
9079,2024-03-04 09:00:00,L56258,297.3,308.1,1566,35.7,156,0,No Failure,0
9080,2024-03-04 09:10:00,H38493,297.3,308.1,1554,42.4,158,0,No Failure,0
9081,2024-03-04 09:20:00,L56260,297.2,308.0,1869,25.4,163,0,No Failure,0
9082,2024-03-04 09:30:00,L56261,297.3,308.0,1527,35.1,165,0,No Failure,0
9083,2024-03-04 09:40:00,L56262,297.2,307.9,1309,49.6,167,0,No Failure,0
9084,2024-03-04 09:50:00,M23943,297.2,307.9,1541,35.7,169,0,No Failure,0
9085,2024-03-04 10:00:00,L56264,297.2,307.9,1326,75.4,172,1,Power Failure,157
9086,2024-03-04 10:10:00,H38499,297.1,307.9,1365,54.0,174,0,No Failure,0
9087,2024-03-04 10:20:00,L56266,297.1,307.8,1428,43.7,179,0,No Failure,0
9088,2024-03-04 10:30:00,L56267,297.1,307.8,1681,27.6,181,0,No Failure,0
9089,2024-03-04 10:40:00,M23948,297.1,307.9,1662,26.9,183,0,No Failure,0
9090,2024-03-04 10:50:00,L56269,297.2,307.9,1989,20.3,186,0,No Failure,0
9091,2024-03-04 11:00:00,M23950,297.2,307.9,1747,29.0,188,0,No Failure,0
9092,2024-03-04 11:10:00,M23951,297.2,308.0,1765,31.1,191,0,No Failure,0
9093,2024-03-04 11:20:00,L56272,297.3,308.1,1568,34.4,194,0,No Failure,0
9094,2024-03-04 11:30:00,M23953,297.3,308.1,1709,30.6,196,0,No Failure,0
9095,2024-03-04 11:40:00,M23954,297.3,308.1,1370,58.8,199,0,No Failure,0
9096,2024-03-04 11:50:00,L56275,297.3,308.1,1458,45.7,202,0,No Failure,0
9097,2024-03-04 12:00:00,L56276,297.2,308.1,1712,30.9,204,0,No Failure,0
9098,2024-03-04 12:10:00,L56277,297.3,308.1,1642,36.9,206,0,No Failure,0
9099,2024-03-04 12:20:00,L56278,297.3,308.1,1468,49.8,0,0,No Failure,0
9100,2024-03-04 12:30:00,H38513,297.3,308.1,1477,52.3,2,0,No Failure,0
9101,2024-03-04 12:40:00,L56280,297.3,308.2,1446,53.5,7,0,No Failure,0
9102,2024-03-04 12:50:00,H38515,297.3,308.2,1653,31.4,9,0,No Failure,0
9103,2024-03-04 13:00:00,L56282,297.3,308.3,1494,38.2,14,0,No Failure,0
9104,2024-03-04 13:10:00,L56283,297.3,308.2,1490,41.0,16,0,No Failure,0
9105,2024-03-04 13:20:00,M23964,297.4,308.3,1550,47.8,18,0,No Failure,0
9106,2024-03-04 13:30:00,M23965,297.3,308.2,1677,34.9,21,0,No Failure,0
9107,2024-03-04 13:40:00,L56286,297.4,308.3,1854,21.8,24,0,No Failure,0
9108,2024-03-04 13:50:00,M23967,297.5,308.5,1662,30.3,26,0,No Failure,0
9109,2024-03-04 14:00:00,M23968,297.5,308.6,1440,38.8,29,0,No Failure,0
9110,2024-03-04 14:10:00,L56289,297.5,308.6,1513,39.7,32,0,No Failure,0
